Name,Global sales
Bomberman Party Edition,0.041166353128032185
Ice Age: Dawn of the Dinosaurs,0.08072536935313579
SingStar Vol. 3,0.07526391498849172
Star Trek: Conquest,0.1136713678616399
My Fitness Coach: Club,0.10028842821060557
Major League Baseball 2K8 Fantasy All-Stars,0.13196219301474343
Eyeshield 21: Max Devil Power,0.06993514560683955
Summon Night 3,0.09193990871862034
O.D.T.: Escape... Or Die Trying,0.05279953287333505
Madden NFL 06,0.08103869441006495
Rango: The Video Game,0.13501097552750174
Break 'Em All,0.059357955654663286
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,0.07865145289079933
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,0.0755561939625764
San Goku Shi V,0.0442801760032836
Red Faction II,0.04924422607926182
Go! Sudoku,0.07364471951474272
Daikaijyuu Monogatari II,0.03265456830133573
Rock Band Track Pack Volume 2,0.0800587086714728
Voodoo Vince,0.05922694938026751
Disney Sing It: Party Hits,0.06913190200868691
Gundam Memories: Tatakai no Kioku,0.07267891334001142
Everybody Dance,0.1375956387346715
Kaijuu Busters,0.06644501860882635
Blackwater,0.16305672930981885
Tom Clancy's Ghost Recon,0.16374527536082617
Ferrari Challenge Trofeo Pirelli,0.08452299494271465
Moshi Monsters: Katsuma Unleashed,0.08023737536554165
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,0.024374373413825978
Chase: Hollywood Stunt Driver,0.09732083441455153
Mobile Suit Gundam Side Story: Missing Link,0.08388232648130867
Thor: God of Thunder,0.11814285341973019
The X Files: Resist or Serve,0.07061778343607372
Touch My Katamari,0.07524364489714408
PixelJunk Monsters Deluxe,0.0782647294669232
Saru! Get You! Million Monkeys,0.06378040716826483
Legend of the Guardians: The Owls of Ga'Hoole,0.17624056688360668
Ben 10 Galactic Racing,0.0791610754149783
Curious George,0.1131124308950806
Killer is Dead,0.09946420216918739
Don Bradman Cricket 14,0.15068633609946502
Megamind: Ultimate Showdown,0.14737252143229718
Zathura,0.04910616481126695
Medarot DS: Kabuto / Kuwagata Ver.,0.08512851129657761
Atelier Sophie: The Alchemist of the Mysterious Book,0.13034799715405043
Mytran Wars,0.13725558283497108
Making History: The Great War,0.0922855430291829
NCIS,0.13175469749796243
Undead Knights,0.09817732154621694
Ninja Reflex,0.09395498483828213
Cel Damage,0.08105230514253137
Lovely Lisa,0.07131343532174661
Dance Paradise,0.12823621152466025
SSX 3,0.0961142672461488
Sword Art Online: Hollow Fragment,0.10773998098685134
Supremacy MMA,0.1402338964703933
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,0.06707910428040975
The God of War Trilogy,0.06874789870267861
Lunar: Dragon Song,0.06511192771347041
Breakdown,0.023449440229898144
Rush,0.1188462074318597
Ecco the Dolphin,0.008314604979254625
Solitaire & Mahjong,0.08641460070147389
Venetica,0.15145023695269266
Looney Tunes: Sheep Raider,0.07325409847920028
Horse Life,0.10303131668742438
Geometry Wars: Galaxies,0.029712733275315983
Robinson: The Journey,0.1027023390318007
Conduit 2,0.10201532984785011
Harvest Moon 2 GBC,0.050646825773160487
Zenses: Rainforest,0.12293379439725705
Backyard Baseball '10,0.07903915726911137
Rise of the Tomb Raider,0.049840509381072096
The Lord of the Rings: Aragorn's Quest,0.04694788847006848
X2: Wolverine's Revenge,0.06558046991823119
Cabela's Dangerous Hunts 2011,0.0957640697151394
Hatsune Miku: Project Diva X,0.13616792490573637
Deadliest Catch: Sea of Chaos,0.08570111745991404
McDROID,0.09559296921958271
Destiny: The Collection,0.11554808793964888
Lego Star Wars: The Force Awakens,0.11868916919691941
Gallop Racer 2000,0.045363399132369864
Showdown: Legends of Wrestling,0.07266811393935946
Godzilla Unleashed: Double Smash,0.12159630457993664
My Farm Around the World,0.07484983767981213
Macross Triangle Frontier,0.07305599705542143
SpongeBob's Surf & Skate Roadtrip,0.08726651750767545
Farming Simulator 17,0.15617159066512798
Dishonored 2,0.05203355557995515
NASCAR Unleashed,0.07799266543038996
The Smurfs 2,0.11473269024291177
Street Hoops,0.11216535700307873
Backyard Sports Football: Rookie Rush,0.09807160312059793
Transformers: War for Cybertron -- Decepticons,0.09304004204507166
Rocket: Robot on Wheels,0.06560632997840266
Densha De Go! 64,-0.0215010659664987
NFL QB Club 2001,0.07710322595780816
Earthworm Jim 3D,0.06255371129163301
NPPL: Championship Paintball 2009,0.16194316134049203
Shin Megami Tensei: Devil Survivor 2,0.09608324627413545
Atelier Annie: Alchemists of Sera Island,0.09581022384249493
WRC: FIA World Rally Championship,0.07553813226706652
PBR: Out of the Chute,0.09277862860460928
WWE SmackDown vs Raw 2008,0.1068149048981013
Godzilla: Destroy All Monsters Melee,0.08249799691711246
College Hoops 2K6,0.0845054625150663
Sega Soccer Slam,0.08591575160298248
Dragon Quest Builders: Revive Alefgard,0.10534285515627495
Dora the Explorer: Dora Saves the Mermaids,0.06891257253557015
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,0.0895727627484284
DiRT 2,0.09134507348704624
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,0.07720673109278664
Dodge Racing: Charger vs Challenger,0.07382474132573336
Fate/Extra CCC,0.07925452018057655
Greg Hastings Paintball 2,0.08116878640302261
Fat Princess: Fistful of Cake,0.08587128996297011
MTV Sports: Pure Ride,0.09768375517499983
Burning Road,0.056800072524207934
Sonic Adventure 2,-0.00779558608427422
IndyCar Series,0.0562733656924852
Slayers,0.026081561959376387
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,0.09379411440824725
Space Chimps,0.08359046844917373
Backyard Sports Football: Rookie Rush,0.09797329580609926
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,0.08418763623281222
Famicom Mini: TwinBee,0.06432639184215816
Tony Hawk's Pro Skater 5,0.1462450035863263
Gladiator: Sword of Vengeance,0.038579288134704015
Rodea the Sky Soldier,0.1520725919064887
The Daring Game for Girls,0.05316892867030987
Yakuza Kiwami,0.09482665423098524
DreamWorks Super Star Kartz,0.08006350181133293
Pinball Hall of Fame: The Williams Collection,0.07976668405665244
Ultimate Card Games,0.057815210590245414
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,0.057800054972066306
NBA 2K17,0.14571192732556426
Academy of Champions: Soccer,0.1088534369429901
Overlord: Raising Hell,0.05748013342978808
Wallace & Gromit: Curse of the Were-Rabbit,0.06902258830732322
Power Gig: Rise of the SixString,0.1060155596151926
Mountain Sports,0.07930681207032464
Puzzle Kingdoms,0.110452015532843
Skylanders: SuperChargers,0.0881285049540832
Monster Jam: Path of Destruction,0.09613861194154616
The Bible Game,0.06674937920572965
NFL Head Coach,0.08451704974788754
Just Dance: Disney Party,0.0844872702653312
Medarot 4: Kabuto / Kuwagata Version,0.052106610541400755
Deca Sports Extreme,0.14777170724706146
Kidz Sports: Crazy Golf,0.09988683676570353
Major League Baseball 2K6,0.0839587199961116
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,0.08606816455018418
Deepak Chopra's Leela,0.10525253425828573
"Ed, Edd n Eddy: The Mis-Edventures",0.056624639849621516
Onimusha: Blade Warriors,0.04469369823814695
One Piece: Super Grand Battle! X,0.0888585870182208
Disney's Extreme Skate Adventure,0.05188349282925486
Akuji the Heartless,0.0465641710746425
NBA 2K2,0.03139513695853502
Akiba's Trip: Undead & Undressed,0.06528520116783021
Psychonauts,0.027997420841328946
Tales of Berseria,0.10623891652533324
Jeremy McGrath Supercross World,0.0969515728974848
Uta no * Prince-Sama: All Star,0.07955869454977993
HardBall 5,0.0546692341080206
Airborne Troops: Countdown to D-Day,0.18203025289618147
MLB Inside Pitch 2003,0.08998655696198021
Jikkyou Powerful Pro Yakyuu 2014,0.1035842847554278
Skate City Heroes,0.13019985322707228
The Sky Crawlers: Innocent Aces,0.07792237592189899
Battle Arena Toshinden Remix,0.01644372254558668
nail'd,0.06552985628818497
Legends of Wrestling II,0.07928496993450196
Lost Magic,0.05672470433317223
A.C.E.: Another Century's Episode Portable,0.09039572013059782
Jaws: Ultimate Predator,0.07795616214470336
Marvel Avengers: Battle for Earth,0.12981154255217575
Jikkyou Powerful Pro Yakyuu 9,0.05150429228958764
Rock Band: Metal Track Pack,0.08055264430093878
Alice: Madness Returns,0.0657694041602408
Barbie as The Island Princess,0.042940987762353444
Crime Killer,0.05179783627640333
Petz Puppyz & Kittenz,0.0927099486666112
Backyard Wrestling 2: There Goes the Neighborhood,0.11652531953984813
Raiden IV,0.1357797628271591
MX vs. ATV Untamed,0.09964428971792216
Tom Clancy's Splinter Cell: Blacklist,0.13729343845909092
SD Gundam G Generation-F.I.F,0.05105917429958495
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,0.013666434307891606
Rubik's World,0.10490707804646959
Zenses: Ocean,0.12565460434089104
Phantasy Star Universe,0.07063827372760301
Peggle: Dual Shot,0.08098593716639257
NPPL: Championship Paintball 2009,0.0837067903554356
Spider-Man: Edge of Time,0.15732612329666118
Cruis'n,0.13810620545751284
Samurai Warriors 4-II,0.11606821719694693
Harukanaru Augusta 2: Masters,0.030384984782727997
Castlevania: Curse of Darkness,0.053893961313672634
SimAnimals Africa,0.13846486247253864
Love Live! School Idol Paradise,0.08922693590199948
Lost Planet 3,0.10550163822572323
Battles of Prince of Persia,0.10334487635191891
The Clique: Diss and Make Up,0.06922234432371255
Mobil 1 Rally Championship,0.05911724171924071
USA Today Crossword Challenge,0.08110424139747074
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,0.04609543155044449
Turok: Evolution,0.06900504603251889
Charm Girls Club: My Perfect Prom,0.07780772304602479
Marvel Trading Card Game,0.07548623188930215
Rugrats: Totally Angelica,0.042983874639297426
Nightshade,0.02332600706679422
Brunswick Pro Bowling,0.08668582833254135
CSI: Crime Scene Investigation,0.1315825380300133
Wipeout 2,0.07662517070780872
LEGO Batman 2: DC Super Heroes,0.10893145229162648
Ultimate Puzzle Games: Sudoku Edition,0.06683297388332399
Buffy the Vampire Slayer: Chaos Bleeds,0.06645191842201292
Onechanbara: Bikini Zombie Slayers,0.11879802891026436
Hanagumi Taisen Columns,0.03400104546418348
Tropico 5,0.08407436864597351
Tales of Destiny 2,0.07430812982841495
